Gene stable ID,Gene name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene type,Gene name 115
ENSGALG00010019897,,3,8086881,8091356,lncRNA,
ENSGALG00010019898,NUDT1,14,3083368,3087386,protein_coding,NUDT1
ENSGALG00010019899,,10,12829439,12844600,protein_coding,
ENSGALG00010019900,,2,47990327,47992378,lncRNA,
ENSGALG00010019901,gga-mir-6704,4,8598231,8598340,miRNA,gga-mir-6704
ENSGALG00010019902,,2,48399973,48401868,lncRNA,
ENSGALG00010019903,gga-mir-19b-2,4,3924020,3924102,miRNA,gga-mir-19b-2
ENSGALG00010019904,,2,48523399,48526258,lncRNA,
ENSGALG00010019905,,6,20886854,20891388,protein_coding,
ENSGALG00010019906,,5,51201461,51207904,protein_coding,ZBTB42
ENSGALG00010019907,gga-mir-106,4,3924464,3924544,miRNA,gga-mir-106
ENSGALG00010019908,,3,8299567,8302872,lncRNA,
ENSGALG00010019909,,2,48850715,48854211,lncRNA,
ENSGALG00010019910,,22,1453351,1458405,protein_coding,
ENSGALG00010019911,gga-mir-92-2,4,3923873,3923953,miRNA,gga-mir-92-2
ENSGALG00010019912,ARG2,5,28379040,28399168,protein_coding,ARG2
ENSGALG00010019913,gga-mir-6594,4,553063,553172,miRNA,gga-mir-6594
ENSGALG00010019914,,2,48854224,48863146,lncRNA,
ENSGALG00010019915,gga-mir-222b,4,2125543,2125653,miRNA,gga-mir-222b
ENSGALG00010019916,NOC3L,6,20891602,20909897,protein_coding,NOC3L
ENSGALG00010019917,,3,8827138,8831420,lncRNA,
ENSGALG00010019918,gga-mir-20b,4,3924152,3924236,miRNA,gga-mir-20b
ENSGALG00010019919,LIN7C,5,3883213,3912392,protein_coding,LIN7C
ENSGALG00010019920,,2,49004710,49007805,lncRNA,
ENSGALG00010019921,CALM2,3,26823857,26836144,protein_coding,CALM2
ENSGALG00010019922,gga-mir-1586,4,1201604,1201700,miRNA,gga-mir-1586
ENSGALG00010019923,gga-mir-12268,4,1819777,1819845,miRNA,gga-mir-12268
ENSGALG00010019924,,2,49731701,49735042,lncRNA,
ENSGALG00010019925,RDH11,5,28406168,28415131,protein_coding,RDH11
ENSGALG00010019926,KIF7,10,12840416,12850480,protein_coding,KIF7
ENSGALG00010019927,,22,50769,51188,protein_coding,
ENSGALG00010019928,gga-mir-223,4,221057,221156,miRNA,gga-mir-223
ENSGALG00010019929,,3,8897560,8957649,lncRNA,
ENSGALG00010019930,,2,49847686,49853490,lncRNA,
ENSGALG00010019931,ZFYVE26,5,28414055,28457893,protein_coding,ZFYVE26
ENSGALG00010019932,KALRN,7,27033019,27476668,protein_coding,KALRN
ENSGALG00010019933,gga-mir-1462,4,8466135,8466244,miRNA,gga-mir-1462
ENSGALG00010019934,TKFC,5,286602,291384,protein_coding,TKFC
ENSGALG00010019935,,22,1458304,1463991,protein_coding,
ENSGALG00010019936,,3,9041611,9053601,lncRNA,
ENSGALG00010019937,,2,49878484,49882601,lncRNA,
ENSGALG00010019938,TAFA4,12,15374074,15445073,protein_coding,FAM19A4
ENSGALG00010019939,,4,4001170,4001257,miRNA,
ENSGALG00010019940,,2,49878984,49884130,lncRNA,
ENSGALG00010019941,gga-mir-16c,4,4000810,4000880,miRNA,gga-mir-16c
ENSGALG00010019942,,2,49887307,49893262,lncRNA,
ENSGALG00010019943,,3,9056413,9066678,lncRNA,
ENSGALG00010019944,,2,49959701,49964041,lncRNA,
ENSGALG00010019945,,3,9335590,9357287,lncRNA,
ENSGALG00010019946,gga-mir-460b,4,2655524,2655613,miRNA,gga-mir-460b
ENSGALG00010019947,,5,28457196,28464206,protein_coding,LGALSL2
ENSGALG00010019948,TICRR,10,12850904,12867466,protein_coding,TICRR
ENSGALG00010019949,,2,40382697,40403340,lncRNA,
ENSGALG00010019950,gga-mir-18b,4,3924333,3924416,miRNA,gga-mir-18b
ENSGALG00010019951,,3,9806361,9818572,lncRNA,
ENSGALG00010019952,gga-mir-6658,4,1152075,1152184,miRNA,gga-mir-6658
ENSGALG00010019953,,2,40641251,40695651,lncRNA,
ENSGALG00010019954,CYB561A3,5,290808,295728,protein_coding,CYB561A3
ENSGALG00010019955,gga-mir-363,4,3923722,3923828,miRNA,gga-mir-363
ENSGALG00010019956,SLC29A3,6,12507044,12514390,protein_coding,SLC29A3
ENSGALG00010019957,gga-mir-6689,4,3177965,3178074,miRNA,gga-mir-6689
ENSGALG00010019958,U2,3,5141757,5141946,snRNA,U2
ENSGALG00010019959,,3,8801377,8801460,snoRNA,
ENSGALG00010019960,,2,40665182,40682131,lncRNA,
ENSGALG00010019961,HTATSF1,4,4288802,4301979,protein_coding,HTATSF1
ENSGALG00010019962,SNX8,14,3085967,3109253,protein_coding,SNX8
ENSGALG00010019963,,3,8805604,8805680,snoRNA,
ENSGALG00010019964,PKD2L1,6,18283829,18298963,protein_coding,PKD2L1
ENSGALG00010019965,,3,8800149,8800232,snoRNA,
ENSGALG00010019966,,22,1460137,1463973,protein_coding,
ENSGALG00010019967,CEP170B,5,51240725,51294003,protein_coding,CEP170B
ENSGALG00010019968,RHCG,10,12872197,12880323,protein_coding,RHCG
ENSGALG00010019969,,3,8797066,8797144,snoRNA,SNORD53
ENSGALG00010019970,,2,41539575,41552071,lncRNA,
ENSGALG00010019971,U6,3,7567705,7567808,snRNA,U6
ENSGALG00010019972,PPP1CB,3,26889884,26932439,protein_coding,PPP1CB
ENSGALG00010019973,gga-mir-6542,3,4603407,4603533,miRNA,gga-mir-6542
ENSGALG00010019974,,2,41737539,41761998,lncRNA,
ENSGALG00010019975,,4,1811375,1815282,protein_coding,
ENSGALG00010019976,gga-mir-216b,3,411721,411809,miRNA,gga-mir-216b
ENSGALG00010019977,ZMIZ1,6,13045083,13366979,protein_coding,ZMIZ1
ENSGALG00010019978,gga-mir-6583,3,840427,840536,miRNA,gga-mir-6583
ENSGALG00010019979,,4,8761775,8863779,protein_coding,
ENSGALG00010019980,gga-mir-217,3,403646,403752,miRNA,gga-mir-217
ENSGALG00010019981,,2,42891862,42894753,lncRNA,
ENSGALG00010019982,PLCE1,6,20912207,21056177,protein_coding,PLCE1
ENSGALG00010019983,gga-mir-1740,3,3975030,3975131,miRNA,gga-mir-1740
ENSGALG00010019984,,2,42908930,42942766,lncRNA,
ENSGALG00010019985,UMPS,7,27479167,27485021,protein_coding,UMPS
ENSGALG00010019986,gga-mir-216a,3,406314,406419,miRNA,gga-mir-216a
ENSGALG00010019987,gga-mir-7463,3,1124094,1124155,miRNA,gga-mir-7463
ENSGALG00010019988,,2,43251889,43319086,lncRNA,
ENSGALG00010019989,SLC6A14,4,2998527,3013550,protein_coding,SLC6A14
ENSGALG00010019990,8-Mar,6,18428592,18492658,protein_coding,MARCHF8
ENSGALG00010019991,EIF3B,14,3112825,3130214,protein_coding,EIF3B
ENSGALG00010019992,CHAC2,3,3221992,3232894,protein_coding,CHAC2
ENSGALG00010019993,,2,43333167,43355881,lncRNA,
ENSGALG00010019994,PLD4,5,51298737,51311326,protein_coding,PLD4
ENSGALG00010019995,,2,43757414,43842615,lncRNA,
ENSGALG00010019996,ITGB5,7,27489948,27531783,protein_coding,ITGB5
ENSGALG00010019997,FSHR,3,7605953,7718302,protein_coding,FSHR
ENSGALG00010019998,PLEK2,5,28463326,28475670,protein_coding,PLEK2
ENSGALG00010019999,ERLIN1,6,10029766,10045977,protein_coding,ERLIN1
ENSGALG00010020000,,2,44124029,44173442,lncRNA,
ENSGALG00010020001,,2,44186913,44215254,lncRNA,
ENSGALG00010020002,,2,44739309,44744294,lncRNA,
ENSGALG00010020003,,5,51315263,51336760,protein_coding,AHNAK2
ENSGALG00010020004,,2,44864009,44922314,lncRNA,
ENSGALG00010020005,EOGT,12,15446953,15475591,protein_coding,EOGT
ENSGALG00010020006,PLB1,3,26970945,27059814,protein_coding,PLB1
ENSGALG00010020007,,2,44982741,45042694,lncRNA,
ENSGALG00010020008,EIF2S1,5,28474553,28486574,protein_coding,EIF2S1
ENSGALG00010020009,,3,5164146,5597749,protein_coding,MACROD2
ENSGALG00010020010,SORBS3,22,1465245,1479864,protein_coding,SORBS3
ENSGALG00010020011,TLE3,10,19501986,19523511,protein_coding,TLE3
ENSGALG00010020012,,2,45086220,45095163,lncRNA,
ENSGALG00010020013,ADAM8,6,10046215,10058000,protein_coding,ADAM8
ENSGALG00010020014,,2,45140095,45187795,lncRNA,
ENSGALG00010020015,ATP6V1D,5,28486581,28494519,protein_coding,ATP6V1D
ENSGALG00010020016,,2,45238874,45265520,lncRNA,
ENSGALG00010020017,,22,1485379,1486087,protein_coding,
ENSGALG00010020018,,5,51337893,51341300,protein_coding,
ENSGALG00010020019,PEX10,21,1544909,1553422,protein_coding,PEX10
ENSGALG00010020020,,2,45482094,45557753,lncRNA,
ENSGALG00010020021,,6,19483000,19489735,protein_coding,
ENSGALG00010020022,,2,45577566,45665005,lncRNA,
ENSGALG00010020023,FOSL2,3,27069692,27083914,protein_coding,FOSL2
ENSGALG00010020024,,5,56304334,56305962,protein_coding,
ENSGALG00010020025,LOXL2,22,1260691,1296566,protein_coding,LOXL2
ENSGALG00010020026,,2,45799207,45818490,lncRNA,
ENSGALG00010020027,RER1,21,1548432,1558404,protein_coding,RER1
ENSGALG00010020028,,2,45914516,45922610,lncRNA,
ENSGALG00010020029,,2,45976837,45987359,lncRNA,
ENSGALG00010020030,MRPL33,3,27331867,27339448,protein_coding,MRPL33
ENSGALG00010020031,,5,56325129,56326757,protein_coding,
ENSGALG00010020032,CHST12,14,3136828,3215261,protein_coding,CHST12
ENSGALG00010020033,,2,46132062,46145770,lncRNA,
ENSGALG00010020034,,5,56367580,56369208,protein_coding,
ENSGALG00010020035,,2,46242073,46261702,lncRNA,
ENSGALG00010020036,TMF1,12,15477831,15491883,protein_coding,TMF1
ENSGALG00010020037,MPP5,5,28495448,28543597,protein_coding,MPP5
ENSGALG00010020038,SKI,21,1669921,1762640,protein_coding,SKI
ENSGALG00010020039,,2,46903107,46927084,lncRNA,
ENSGALG00010020040,,5,56372771,56374399,protein_coding,
ENSGALG00010020041,CDH23,6,12517290,12645886,protein_coding,CDH23
ENSGALG00010020042,,2,46911248,46929888,lncRNA,
ENSGALG00010020043,,5,56398903,56400399,protein_coding,
ENSGALG00010020044,,2,46979025,46992240,lncRNA,
ENSGALG00010020045,GRIFIN,14,3180412,3182665,protein_coding,GRIFIN
ENSGALG00010020046,BDNF,5,3938175,3973272,protein_coding,BDNF
ENSGALG00010020047,,5,28556139,28560958,protein_coding,
ENSGALG00010020048,,21,1785130,1792501,protein_coding,
ENSGALG00010020049,,5,56430136,56431764,protein_coding,
ENSGALG00010020050,,2,46992285,46995034,lncRNA,
ENSGALG00010020051,,2,47007098,47046012,lncRNA,
ENSGALG00010020052,,2,47271415,47277619,lncRNA,
ENSGALG00010020053,LFNG,14,3230059,3240435,protein_coding,LFNG
ENSGALG00010020054,,5,56450909,56452537,protein_coding,
ENSGALG00010020055,R3HCC1,22,1296062,1305233,protein_coding,R3HCC1
ENSGALG00010020056,UACA,10,19635329,19663925,protein_coding,UACA
ENSGALG00010020057,RBKS,3,27268334,27333283,protein_coding,RBKS
ENSGALG00010020058,,2,47365312,47403065,lncRNA,
ENSGALG00010020059,PRKCZ,21,1790578,1835032,protein_coding,PRKCZ
ENSGALG00010020060,,5,56456095,56457723,protein_coding,
ENSGALG00010020061,UBA3,12,15486252,15505818,protein_coding,UBA3
ENSGALG00010020062,,2,47583764,47589403,lncRNA,
ENSGALG00010020063,C6H10orf54,6,12618998,12627428,protein_coding,VSIR
ENSGALG00010020064,TMEM138,5,293338,295681,protein_coding,TMEM138
ENSGALG00010020065,TTYH3,14,3249991,3314497,protein_coding,TTYH3
ENSGALG00010020066,,6,12646651,12653353,protein_coding,
ENSGALG00010020067,,2,48849542,48857353,lncRNA,
ENSGALG00010020068,,5,56539403,56541031,protein_coding,
ENSGALG00010020069,TMEM216,5,295905,299178,protein_coding,TMEM216
ENSGALG00010020070,ARL6IP5,12,15506639,15516157,protein_coding,ARL6IP5
ENSGALG00010020071,,22,4599679,4604188,protein_coding,TGOLN2
ENSGALG00010020072,,2,49955919,49965651,lncRNA,
ENSGALG00010020073,SNORA62,2,44267564,44267719,snoRNA,SNORA62
ENSGALG00010020074,,3,27366292,27447359,protein_coding,
ENSGALG00010020075,CPSF7,5,298226,302837,protein_coding,CPSF7
ENSGALG00010020076,5S_rRNA,2,44384176,44384294,rRNA,5S_rRNA
ENSGALG00010020077,,5,56544618,56546291,protein_coding,
ENSGALG00010020078,SNORA62,2,44268766,44268924,snoRNA,SNORA62
ENSGALG00010020079,gga-mir-128-2,2,45428561,45428644,miRNA,gga-mir-128-2
ENSGALG00010020080,SLC4A1AP,3,27474915,27492014,protein_coding,SLC4A1AP
ENSGALG00010020081,gga-mir-1723,2,41273109,41273214,miRNA,gga-mir-1723
ENSGALG00010020082,gga-mir-138-1,2,40639999,40640094,miRNA,gga-mir-138-1
ENSGALG00010020083,CFAP74,21,1832339,1897479,protein_coding,CFAP74
ENSGALG00010020084,,14,3303531,3343444,protein_coding,IQCE
ENSGALG00010020085,gga-mir-7457,2,43896916,43896969,miRNA,gga-mir-7457
ENSGALG00010020086,,5,56549850,56551478,protein_coding,
ENSGALG00010020087,,7,27538600,27557753,protein_coding,MUC13
ENSGALG00010020088,LMOD3,12,15517254,15528026,protein_coding,LMOD3
ENSGALG00010020089,CASP14,22,4605508,4609795,protein_coding,CASP14
ENSGALG00010020090,MORF4L2,10,19676869,19699216,protein_coding,MORF4L2
ENSGALG00010020091,SUPT7L,3,27491884,27509755,protein_coding,SUPT7L
ENSGALG00010020092,SDHAF2,5,305035,312525,protein_coding,SDHAF2
ENSGALG00010020093,,5,56555057,56556730,protein_coding,
ENSGALG00010020094,CLEC3B,2,43005175,43015577,protein_coding,CLEC3B
ENSGALG00010020095,LRFN2,3,27921235,28066818,protein_coding,LRFN2
ENSGALG00010020096,GPHN,5,28569716,28835909,protein_coding,GPHN
ENSGALG00010020097,RETSAT,22,4609873,4618660,protein_coding,RETSAT
ENSGALG00010020098,GABRD,21,1842181,1921250,protein_coding,GABRD
ENSGALG00010020099,,5,56560309,56561937,protein_coding,
ENSGALG00010020100,MOCS1,3,28379996,28410826,protein_coding,MOCS1
ENSGALG00010020101,KIF15,2,43099071,43134860,protein_coding,KIF15
ENSGALG00010020102,TMEM127,22,2935253,2937335,protein_coding,TMEM127
ENSGALG00010020103,PSAP,6,12654044,12679456,protein_coding,PSAP
ENSGALG00010020104,BRAT1,14,3343546,3351898,protein_coding,BRAT1
ENSGALG00010020105,,5,56618663,56620282,protein_coding,
ENSGALG00010020106,,21,1899348,1904838,protein_coding,TMEM52
ENSGALG00010020107,,5,56623873,56625492,protein_coding,
ENSGALG00010020108,RPAP1,5,24373224,24408486,protein_coding,RPAP1
ENSGALG00010020109,WDFY4,6,19193983,19318503,protein_coding,WDFY4
ENSGALG00010020110,,5,56629082,56630701,protein_coding,
ENSGALG00010020111,ADRA2B,22,4616919,4624707,protein_coding,ADRA2B
ENSGALG00010020112,AMZ1,14,3361404,3374284,protein_coding,AMZ2
ENSGALG00010020113,CIAO1,22,2937198,2939772,protein_coding,CIAO1
ENSGALG00010020114,,5,56639505,56641124,protein_coding,
ENSGALG00010020115,LRRC18,6,19280152,19287425,protein_coding,LRRC18
ENSGALG00010020116,GNA12,14,3382055,3415623,protein_coding,GNA12
ENSGALG00010020117,AKAP13,10,13988550,14179010,protein_coding,AKAP13
ENSGALG00010020118,GNB1,21,1922267,1991828,protein_coding,GNB1
ENSGALG00010020119,,5,56644716,56646335,protein_coding,
ENSGALG00010020120,DAAM2,3,28427044,28626751,protein_coding,DAAM2
ENSGALG00010020121,,5,24411209,24444164,protein_coding,
ENSGALG00010020122,,5,56649926,56651545,protein_coding,
ENSGALG00010020123,,22,4629042,4635696,protein_coding,GPAT2
ENSGALG00010020124,,5,56655136,56656755,protein_coding,
ENSGALG00010020125,NAV2,5,1919660,2221256,protein_coding,NAV2
ENSGALG00010020126,NADK,21,1956693,1989015,protein_coding,NADK
ENSGALG00010020127,FRMD4B,12,15528973,15635866,protein_coding,FRMD4B
ENSGALG00010020128,KIF6,3,28628492,28771065,protein_coding,KIF6
ENSGALG00010020129,MGAT2,5,57358926,57362853,protein_coding,MGAT2
ENSGALG00010020130,PDXDC1,14,52727,82351,protein_coding,PDXDC1
ENSGALG00010020131,SNRNP200,22,2940225,2959878,protein_coding,SNRNP200
ENSGALG00010020132,SHC4,10,10394188,10420836,protein_coding,SHC4
ENSGALG00010020133,,5,57456653,57456943,protein_coding,
ENSGALG00010020134,KCNK16,3,28774685,28782829,protein_coding,KCNK16
ENSGALG00010020135,,5,54422887,54424422,protein_coding,
ENSGALG00010020136,KCNK17,3,28787713,28814447,protein_coding,KCNK17
ENSGALG00010020137,NTAN1,14,82284,90928,protein_coding,NTAN1
ENSGALG00010020138,,21,1990318,1998500,protein_coding,
ENSGALG00010020139,,5,54446366,54447901,protein_coding,
ENSGALG00010020140,SECISBP2L,10,10426950,10449556,protein_coding,SECISBP2L
ENSGALG00010020141,THOC7,12,13705110,13712881,protein_coding,THOC7
ENSGALG00010020142,SLC35E2B,21,1998442,2007247,protein_coding,SLC35E2B
ENSGALG00010020143,KCNK5,3,28879483,28909706,protein_coding,KCNK5
ENSGALG00010020144,,5,54459769,54461304,protein_coding,
ENSGALG00010020145,,5,58926815,59167617,lncRNA,
ENSGALG00010020146,,5,58937845,58940966,lncRNA,
ENSGALG00010020147,ABHD2,10,13000624,13034828,protein_coding,ABHD2
ENSGALG00010020148,,5,58956419,58962897,lncRNA,
ENSGALG00010020149,FAHD2A,22,4635696,4637570,protein_coding,FAHD2A
ENSGALG00010020150,,5,58965581,58998680,lncRNA,
ENSGALG00010020151,,5,58979489,58987675,lncRNA,
ENSGALG00010020152,ATXN7,12,13736358,13790010,protein_coding,ATXN7
ENSGALG00010020153,AXL,5,24412031,24484398,protein_coding,AXL
ENSGALG00010020154,,5,59004393,59010681,lncRNA,
ENSGALG00010020155,MFGE8,10,13046450,13053819,protein_coding,MFGE8
ENSGALG00010020156,,5,59039733,59204064,lncRNA,
ENSGALG00010020157,,5,59084146,59198029,lncRNA,
ENSGALG00010020158,,22,4642019,4647073,protein_coding,
ENSGALG00010020159,,5,59134267,59136104,lncRNA,
ENSGALG00010020160,SYT7,5,310477,329571,protein_coding,SYT7
ENSGALG00010020161,,5,59305556,59307456,lncRNA,
ENSGALG00010020162,,5,59306788,59309529,lncRNA,
ENSGALG00010020163,CDC2L1,21,2008666,2022005,protein_coding,CDC2L1
ENSGALG00010020164,C6H10ORF71,6,19324319,19448910,protein_coding,C10orf71
ENSGALG00010020165,,5,59311885,59313934,lncRNA,
ENSGALG00010020166,HAPLN3,10,13055683,13060818,protein_coding,HAPLN3
ENSGALG00010020167,,5,59327929,59342860,lncRNA,
ENSGALG00010020168,COX7A2L,3,23581826,23588274,protein_coding,COX7A2L
ENSGALG00010020169,,5,51358690,51364426,lncRNA,
ENSGALG00010020170,SORCS1,6,25914111,26338597,protein_coding,SORCS1
ENSGALG00010020171,RRN3,14,90956,105157,protein_coding,RRN3
ENSGALG00010020172,,5,51378977,51382057,lncRNA,
ENSGALG00010020173,,5,51516096,51532690,lncRNA,
ENSGALG00010020174,,5,51548211,51553117,lncRNA,
ENSGALG00010020175,ACAN,10,13060507,13104655,protein_coding,ACAN
ENSGALG00010020176,,14,107280,111462,protein_coding,
ENSGALG00010020177,KCNG3,3,23601810,23614439,protein_coding,KCNG3
ENSGALG00010020178,,5,51579313,51582788,lncRNA,
ENSGALG00010020179,PSMD6,12,13795661,13802187,protein_coding,PSMD6
ENSGALG00010020180,TCF7L1,22,4581907,4597066,protein_coding,TCF7L1
ENSGALG00010020181,LEUTX,5,2227158,2232770,protein_coding,LEUTX
ENSGALG00010020182,,5,51582961,51588775,lncRNA,
ENSGALG00010020183,XPNPEP1,6,26468319,26498747,protein_coding,XPNPEP1
ENSGALG00010020184,RSL1D1,14,112510,119552,protein_coding,RSL1D1
ENSGALG00010020185,,5,51596275,51601920,lncRNA,
ENSGALG00010020186,MGA,5,24491044,24547934,protein_coding,MGA
ENSGALG00010020187,MMP23B,21,2022546,2031788,protein_coding,MMP23A
ENSGALG00010020188,,5,51876835,51887136,lncRNA,
ENSGALG00010020189,NKX2-6,22,1216508,1219704,protein_coding,NKX2-6
ENSGALG00010020190,,5,52074042,52081962,lncRNA,
ENSGALG00010020191,,5,52100163,52102050,lncRNA,
ENSGALG00010020192,,5,52156861,52160947,lncRNA,
ENSGALG00010020193,VSTM4,6,19325541,19357932,protein_coding,VSTM4
ENSGALG00010020194,PRICKLE2,12,13817353,13907269,protein_coding,PRICKLE2
ENSGALG00010020195,,5,52164512,52165912,lncRNA,
ENSGALG00010020196,,5,52553412,52555785,lncRNA,
ENSGALG00010020197,,5,52745872,52747483,lncRNA,
ENSGALG00010020198,,5,52893423,52895451,lncRNA,
ENSGALG00010020199,DET1,10,13162827,13185467,protein_coding,DET1
ENSGALG00010020200,,5,53162499,53168297,lncRNA,
ENSGALG00010020201,NKX3-1,22,1221200,1224701,protein_coding,NKX3-1
ENSGALG00010020202,MAPKBP1,5,24561773,24652646,protein_coding,WDR62
ENSGALG00010020203,,5,53337498,53344960,lncRNA,
ENSGALG00010020204,GSPT2,14,125140,150668,protein_coding,GSPT2
ENSGALG00010020205,,5,53664684,53668533,lncRNA,
ENSGALG00010020206,MRPS11,10,13184454,13188565,protein_coding,MRPS11
ENSGALG00010020207,DRGX,6,19453066,19471184,protein_coding,DRGX
ENSGALG00010020208,,5,53904273,53907355,lncRNA,
ENSGALG00010020209,,5,54558473,54610738,lncRNA,
ENSGALG00010020210,,5,54565239,54576999,lncRNA,
ENSGALG00010020211,ADD3,6,26503042,26601469,protein_coding,ADD3
ENSGALG00010020212,JMJD7,5,24656255,24662999,protein_coding,JMJD7
ENSGALG00010020213,,5,54592893,54597488,lncRNA,
ENSGALG00010020214,,5,54597598,54616353,lncRNA,
ENSGALG00010020215,PRMT3,5,2296258,2366628,protein_coding,PRMT3
ENSGALG00010020216,,5,54672241,54676422,lncRNA,
ENSGALG00010020217,,10,13185802,13187532,protein_coding,
ENSGALG00010020218,,5,54694453,54697870,lncRNA,
ENSGALG00010020219,,5,54722565,54730622,lncRNA,
ENSGALG00010020220,,5,54815144,54817541,lncRNA,
ENSGALG00010020221,,5,54971906,54984618,lncRNA,
ENSGALG00010020222,,5,55103603,55104919,lncRNA,
ENSGALG00010020223,,5,55105088,55110766,lncRNA,
ENSGALG00010020224,MRPL46,10,13187606,13192279,protein_coding,MRPL46
ENSGALG00010020225,,5,55139185,55146396,lncRNA,
ENSGALG00010020226,C22H8ORF4,22,2649955,2654420,protein_coding,C8orf4
ENSGALG00010020227,,5,55397379,55399489,lncRNA,
ENSGALG00010020228,TM9SF3,6,17442420,17485762,protein_coding,TM9SF3
ENSGALG00010020229,,5,55618918,55626331,lncRNA,
ENSGALG00010020230,,5,24663772,24672420,protein_coding,
ENSGALG00010020231,BMP10,22,331466,337357,protein_coding,BMP10
ENSGALG00010020232,SLC6A5,5,2382555,2412632,protein_coding,SLC6A5
ENSGALG00010020233,,5,55622703,55627384,lncRNA,
ENSGALG00010020234,,5,55629943,55632741,lncRNA,
ENSGALG00010020235,,5,55646701,55659185,lncRNA,
ENSGALG00010020236,SLC35G1,6,21071235,21077235,protein_coding,SLC35G1
ENSGALG00010020237,MIB2,21,2037965,2072073,protein_coding,MIB2
ENSGALG00010020238,,5,56154278,56160871,lncRNA,
ENSGALG00010020239,,5,56159006,56252531,lncRNA,
ENSGALG00010020240,SV2B,10,14220497,14243344,protein_coding,SV2B
ENSGALG00010020241,,5,56181115,56196026,lncRNA,
ENSGALG00010020242,,5,56210416,56220249,lncRNA,
ENSGALG00010020243,,5,56460170,56463626,lncRNA,
ENSGALG00010020244,SLC25A37,22,1231348,1242857,protein_coding,SLC25A37
ENSGALG00010020245,,5,56916982,56970200,lncRNA,
ENSGALG00010020246,ADAMTS9,12,13917905,13980351,protein_coding,ADAMTS9
ENSGALG00010020247,,5,56968334,57205146,lncRNA,
ENSGALG00010020248,NOLC1,6,17533258,17544322,protein_coding,NOLC1
ENSGALG00010020249,,5,57032289,57040243,lncRNA,
ENSGALG00010020250,,5,24675349,24716529,protein_coding,PLA2G4B
ENSGALG00010020251,,5,57059564,57242862,lncRNA,
ENSGALG00010020252,DMTN,22,1495968,1510440,protein_coding,DMTN
ENSGALG00010020253,,5,57139073,57140225,lncRNA,
ENSGALG00010020254,,21,2079545,2103246,protein_coding,
ENSGALG00010020255,,5,57215495,57219706,lncRNA,
ENSGALG00010020256,,5,57471376,57472944,lncRNA,
ENSGALG00010020257,ZNF710,10,20038797,20054227,protein_coding,ZNF710
