Gene_stable_ID,Version (gene),Gene_name,Human_gene_stable_ID,Human_gene_name
ENSGALG00010016669,1,,,
ENSGALG00010016670,1,,,
ENSGALG00010016671,1,CASS4,ENSG00000087589,CASS4
ENSGALG00010016672,1,DCTN4,ENSG00000132912,DCTN4
ENSGALG00010016673,1,LRPAP1,ENSG00000163956,LRPAP1
ENSGALG00010016674,1,SLC10A4,ENSG00000145248,SLC10A4
ENSGALG00010016675,1,SKIL,ENSG00000136603,SKIL
ENSGALG00010016676,1,NLRC3,ENSG00000167984,NLRC3
ENSGALG00010016677,1,MEAF6,ENSG00000163875,MEAF6
ENSGALG00010016678,1,NOX1,ENSG00000007952,NOX1
ENSGALG00010016679,1,,,
ENSGALG00010016680,1,BPIL3,ENSG00000186190,BPIFB3
ENSGALG00010016681,1,SUSD4,ENSG00000143502,SUSD4
ENSGALG00010016682,1,GPR141,ENSG00000187037,GPR141
ENSGALG00010016683,1,RBM22,ENSG00000086589,RBM22
ENSGALG00010016684,1,,,
ENSGALG00010016685,1,,,
ENSGALG00010016686,1,,,
ENSGALG00010016687,1,,,
ENSGALG00010016688,1,,ENSG00000274600,RIMBP3B
ENSGALG00010016688,1,,ENSG00000275793,RIMBP3
ENSGALG00010016688,1,,ENSG00000183246,RIMBP3C
ENSGALG00010016689,1,,,
ENSGALG00010016690,1,,,
ENSGALG00010016691,1,,ENSG00000274600,RIMBP3B
ENSGALG00010016691,1,,ENSG00000275793,RIMBP3
ENSGALG00010016691,1,,ENSG00000183246,RIMBP3C
ENSGALG00010016692,1,PRKCI,ENSG00000163558,PRKCI
ENSGALG00010016693,1,,,
ENSGALG00010016694,1,,,
ENSGALG00010016695,1,,,
ENSGALG00010016696,1,DOK7,ENSG00000175920,DOK7
ENSGALG00010016697,1,,,
ENSGALG00010016698,1,,,
ENSGALG00010016699,1,SYNPO,ENSG00000171992,SYNPO
ENSGALG00010016700,1,CLUAP1,ENSG00000103351,CLUAP1
ENSGALG00010016701,1,,,
ENSGALG00010016702,1,WDR25,ENSG00000176473,WDR25
ENSGALG00010016703,1,,,
ENSGALG00010016704,1,CSTF2,ENSG00000101811,CSTF2
ENSGALG00010016705,1,,,
ENSGALG00010016706,1,RTN4,ENSG00000115310,RTN4
ENSGALG00010016707,1,KIF1B,ENSG00000054523,KIF1B
ENSGALG00010016708,1,,,
ENSGALG00010016709,1,DNASE1,ENSG00000213918,DNASE1
ENSGALG00010016710,1,,,
ENSGALG00010016711,1,,,
ENSGALG00010016712,1,,ENSG00000158352,SHROOM4
ENSGALG00010016713,1,,,
ENSGALG00010016714,1,,,
ENSGALG00010016715,1,,,
ENSGALG00010016716,1,,,
ENSGALG00010016717,1,,,
ENSGALG00010016718,1,LIN28A,ENSG00000131914,LIN28A
ENSGALG00010016719,1,,,
ENSGALG00010016720,1,C7orf26,ENSG00000146576,INTS15
ENSGALG00010016721,1,,,
ENSGALG00010016722,1,BMP15,ENSG00000130385,BMP15
ENSGALG00010016723,1,,,
ENSGALG00010016724,1,PGD,ENSG00000142657,PGD
ENSGALG00010016725,1,,,
ENSGALG00010016726,1,,,
ENSGALG00010016727,1,,,
ENSGALG00010016728,1,,,
ENSGALG00010016729,1,ELMO1,ENSG00000155849,ELMO1
ENSGALG00010016730,1,,,
ENSGALG00010016731,1,C4orf48,ENSG00000243449,NICOL1
ENSGALG00010016732,1,ARHGAP26,ENSG00000145819,ARHGAP26
ENSGALG00010016733,1,PHC3,ENSG00000173889,PHC3
ENSGALG00010016734,1,,,
ENSGALG00010016735,1,,ENSG00000243449,NICOL1
ENSGALG00010016736,1,CENPS,ENSG00000175279,CENPS
ENSGALG00010016737,1,,,
ENSGALG00010016738,1,NAA60,ENSG00000122390,NAA60
ENSGALG00010016739,1,,,
ENSGALG00010016740,1,,,
ENSGALG00010016741,1,NELFA,ENSG00000185049,NELFA
ENSGALG00010016742,1,TRMT12,ENSG00000183665,TRMT12
ENSGALG00010016743,1,,,
ENSGALG00010016744,1,AIM1L,ENSG00000176092,CRYBG2
ENSGALG00010016745,1,BEGAIN,ENSG00000183092,BEGAIN
ENSGALG00010016746,1,HDGFRP3,ENSG00000166503,HDGFL3
ENSGALG00010016747,1,,,
ENSGALG00010016748,1,,,
ENSGALG00010016749,1,,,
ENSGALG00010016750,1,SYTL4,ENSG00000102362,SYTL4
ENSGALG00010016751,1,DFFA,ENSG00000160049,DFFA
ENSGALG00010016752,1,TLR5,,
ENSGALG00010016753,1,,,
ENSGALG00010016754,1,,,
ENSGALG00010016755,1,,,
ENSGALG00010016756,1,NUDT16L1,ENSG00000168101,NUDT16L1
ENSGALG00010016757,1,SRPX2,ENSG00000102359,SRPX2
ENSGALG00010016758,1,NR3C1,ENSG00000113580,NR3C1
ENSGALG00010016759,1,,,
ENSGALG00010016760,1,DLK1,ENSG00000185559,DLK1
ENSGALG00010016761,1,GPR160,ENSG00000173890,GPR160
ENSGALG00010016762,1,EML6,ENSG00000214595,EML6
ENSGALG00010016763,1,UBALD1,,
ENSGALG00010016764,1,,,
ENSGALG00010016765,1,,,
ENSGALG00010016766,1,AOAH,ENSG00000136250,AOAH
ENSGALG00010016767,1,SLAIN2,ENSG00000109171,SLAIN2
ENSGALG00010016768,1,GALNT10,ENSG00000164574,GALNT10
ENSGALG00010016769,1,BNC1,ENSG00000169594,BNC1
ENSGALG00010016770,1,,,
ENSGALG00010016771,1,,,
ENSGALG00010016772,1,TSPAN6,ENSG00000000003,TSPAN6
ENSGALG00010016773,1,RPS27A,,
ENSGALG00010016774,1,PEX14,ENSG00000142655,PEX14
ENSGALG00010016775,1,C14ORF39,ENSG00000179008,C14orf39
ENSGALG00010016776,1,,,
ENSGALG00010016777,1,TNMD,ENSG00000000005,TNMD
ENSGALG00010016778,1,MTIF2,ENSG00000085760,MTIF2
ENSGALG00010016779,1,CTNNA2,ENSG00000066032,CTNNA2
ENSGALG00010016780,1,PRORSD1P,,
ENSGALG00010016781,1,CDIP1,ENSG00000089486,CDIP1
ENSGALG00010016782,1,,,
ENSGALG00010016783,1,CLBA1,ENSG00000140104,CLBA1
ENSGALG00010016784,1,,,
ENSGALG00010016785,1,PDGFRB,ENSG00000113721,PDGFRB
ENSGALG00010016786,1,DISP1,ENSG00000154309,DISP1
ENSGALG00010016787,1,PPP2R5C,ENSG00000078304,PPP2R5C
ENSGALG00010016788,1,ANLN,ENSG00000011426,ANLN
ENSGALG00010016789,1,DISP3,ENSG00000204624,DISP3
ENSGALG00010016790,1,,,
ENSGALG00010016791,1,LRRTM1,ENSG00000162951,LRRTM1
ENSGALG00010016792,1,HMOX2,ENSG00000103415,HMOX2
ENSGALG00010016793,1,SLC9A1,ENSG00000090020,SLC9A1
ENSGALG00010016794,1,,,
ENSGALG00010016795,1,GUCA2B,ENSG00000044012,GUCA2B
ENSGALG00010016796,1,BROX,ENSG00000162819,BROX
ENSGALG00010016797,1,SEC62,ENSG00000008952,SEC62
ENSGALG00010016798,1,,,
ENSGALG00010016799,1,WDTC1,ENSG00000142784,WDTC1
ENSGALG00010016800,1,RPL14,ENSG00000188846,RPL14
ENSGALG00010016801,1,,,
ENSGALG00010016802,1,TMEM222,ENSG00000186501,TMEM222
ENSGALG00010016803,1,,,
ENSGALG00010016804,1,CSF1R,ENSG00000182578,CSF1R
ENSGALG00010016805,1,FOXI3,ENSG00000186766,FOXI2
ENSGALG00010016806,1,,,
ENSGALG00010016807,1,VSIG4,ENSG00000155659,VSIG4
ENSGALG00010016808,1,ENTPD3,ENSG00000168032,ENTPD3
ENSGALG00010016809,1,SYTL1,ENSG00000142765,SYTL1
ENSGALG00010016810,1,SH3GL3,ENSG00000140600,SH3GL3
ENSGALG00010016811,1,,,
ENSGALG00010016812,1,LRRC31,ENSG00000114248,LRRC31
ENSGALG00010016813,1,,,
ENSGALG00010016814,1,HMGXB3,ENSG00000113716,HMGXB3
ENSGALG00010016815,1,,,
ENSGALG00010016816,1,MAP3K6,ENSG00000142733,MAP3K6
ENSGALG00010016817,1,GGCT,ENSG00000006625,GGCT
ENSGALG00010016818,1,SCARNA8,ENSG00000251733,SCARNA8
ENSGALG00010016819,1,U1,ENSG00000252311,RNU1-103P
ENSGALG00010016819,1,U1,ENSG00000252826,RNVU1-23
ENSGALG00010016819,1,U1,ENSG00000199652,RNU1-35P
ENSGALG00010016819,1,U1,ENSG00000252135,RNU1-155P
ENSGALG00010016820,1,EIF2AK3,ENSG00000172071,EIF2AK3
ENSGALG00010016821,1,SAMD7,ENSG00000187033,SAMD7
ENSGALG00010016822,1,gga-mir-7482-1,,
ENSGALG00010016823,1,HSF3,,
ENSGALG00010016824,1,gga-mir-7482-1,,
ENSGALG00010016825,1,CD164L2,,
ENSGALG00010016826,1,gga-mir-7482-1,,
ENSGALG00010016827,1,gga-mir-7482-1,,
ENSGALG00010016828,1,LACTBL1,ENSG00000215906,LACTBL1
ENSGALG00010016829,1,gga-mir-7482-1,,
ENSGALG00010016830,1,gga-mir-7482-1,,
ENSGALG00010016831,1,AIDA,ENSG00000186063,AIDA
ENSGALG00010016832,1,DYNC1H1,ENSG00000197102,DYNC1H1
ENSGALG00010016833,1,gga-mir-7482-1,,
ENSGALG00010016834,1,,,
ENSGALG00010016835,1,CCDC88A,ENSG00000115355,CCDC88A
ENSGALG00010016836,1,HEPH,ENSG00000089472,HEPH
ENSGALG00010016837,1,gga-mir-7482-1,,
ENSGALG00010016838,1,gga-mir-1556,,
ENSGALG00010016839,1,gga-mir-204-1,ENSG00000207935,MIR204
ENSGALG00010016840,1,LRRC34,ENSG00000171757,LRRC34
ENSGALG00010016841,1,gga-mir-12295,,
ENSGALG00010016842,1,NPY7R,,
ENSGALG00010016843,1,gga-mir-7-1,ENSG00000284179,MIR7-1
ENSGALG00010016844,1,gga-mir-1416,,
ENSGALG00010016845,1,MIA3,ENSG00000164299,SPZ1
ENSGALG00010016846,1,gga-mir-1779,,
ENSGALG00010016847,1,EPHB2,ENSG00000133216,EPHB2
ENSGALG00010016848,1,TRIM105,ENSG00000204713,TRIM27
ENSGALG00010016849,1,WASF2,ENSG00000158195,WASF2
ENSGALG00010016850,1,GPR83L,,
ENSGALG00010016851,1,TEC,ENSG00000135605,TEC
ENSGALG00010016852,1,AHDC1,ENSG00000126705,AHDC1
ENSGALG00010016853,1,,,
ENSGALG00010016854,1,TAF1A,ENSG00000143498,TAF1A
ENSGALG00010016855,1,LRRIQ4,,
ENSGALG00010016856,1,NOD1,ENSG00000106100,NOD1
ENSGALG00010016857,1,,,
ENSGALG00010016858,1,DNAAF8,,
ENSGALG00010016859,1,RPIA,ENSG00000153574,RPIA
ENSGALG00010016860,1,VSX1,ENSG00000100987,VSX1
ENSGALG00010016861,1,FGR,ENSG00000000938,FGR
ENSGALG00010016862,1,TXK,ENSG00000074966,TXK
ENSGALG00010016863,1,MYNN,ENSG00000085274,MYNN
ENSGALG00010016864,1,,,
ENSGALG00010016865,1,CFAP36,ENSG00000163001,CFAP36
ENSGALG00010016866,1,ZNRF2,ENSG00000180233,ZNRF2
ENSGALG00010016867,1,FLT4,ENSG00000037280,FLT4
ENSGALG00010016868,1,NIPAL1,ENSG00000163293,NIPAL1
ENSGALG00010016869,1,HSP90AA1,ENSG00000080824,HSP90AA1
ENSGALG00010016870,1,,ENSG00000136943,CTSV
ENSGALG00010016870,1,,ENSG00000135047,CTSL
ENSGALG00010016871,1,CNGA1,ENSG00000198515,CNGA1
ENSGALG00010016872,1,EDA2R,ENSG00000131080,EDA2R
ENSGALG00010016873,1,ENTPD6,ENSG00000197586,ENTPD6
ENSGALG00010016874,1,ADAMTSL3,ENSG00000156218,ADAMTSL3
ENSGALG00010016875,1,SESN2,ENSG00000130766,SESN2
ENSGALG00010016876,1,MTURN,ENSG00000180354,MTURN
ENSGALG00010016877,1,UBE2D3,ENSG00000109332,UBE2D3
ENSGALG00010016878,1,SUCLG1,ENSG00000163541,SUCLG1
ENSGALG00010016879,1,RNF130,ENSG00000113269,RNF130
ENSGALG00010016880,1,AR,ENSG00000169083,AR
ENSGALG00010016881,1,C1QB,ENSG00000173369,C1QB
ENSGALG00010016882,1,PPP4R3B,ENSG00000224960,PPP4R3C
ENSGALG00010016882,1,PPP4R3B,ENSG00000275052,PPP4R3B
ENSGALG00010016883,1,TMEM251,ENSG00000153485,LYSET
ENSGALG00010016884,1,SBK1,ENSG00000188322,SBK1
ENSGALG00010016885,1,CDCA4,ENSG00000170779,CDCA4
ENSGALG00010016886,1,,,
ENSGALG00010016887,1,TJP2,ENSG00000119139,TJP2
ENSGALG00010016888,1,LMNAL,,
ENSGALG00010016889,1,FUNDC2,ENSG00000165775,FUNDC2
ENSGALG00010016890,1,UBR7,ENSG00000012963,UBR7
ENSGALG00010016891,1,,,
ENSGALG00010016892,1,MAL,ENSG00000172005,MAL
ENSGALG00010016893,1,TBC1D9B,ENSG00000197226,TBC1D9B
ENSGALG00010016894,1,BTBD7,ENSG00000011114,BTBD7
ENSGALG00010016895,1,MTCP1,ENSG00000214827,MTCP1
ENSGALG00010016895,1,MTCP1,ENSG00000213231,TCL1B
ENSGALG00010016895,1,MTCP1,ENSG00000100721,TCL1A
ENSGALG00010016896,1,SPTBN1,ENSG00000115306,SPTBN1
ENSGALG00010016897,1,TMEM179,ENSG00000258986,TMEM179
ENSGALG00010016898,1,,ENSG00000106772,PRUNE2
ENSGALG00010016899,1,SAXO2,ENSG00000188659,SAXO2
ENSGALG00010016900,1,CISD2,ENSG00000145354,CISD2
ENSGALG00010016901,1,MECOM,ENSG00000085276,MECOM
ENSGALG00010016902,1,MRNIP,ENSG00000161010,MRNIP
ENSGALG00010016903,1,PPM1A,ENSG00000100614,PPM1A
ENSGALG00010016904,1,EAF1,ENSG00000144597,EAF1
ENSGALG00010016905,1,C1QC,ENSG00000159189,C1QC
ENSGALG00010016906,1,,,
ENSGALG00010016907,1,SQSTM1,ENSG00000161011,SQSTM1
ENSGALG00010016908,1,CMC4,ENSG00000182712,CMC4
ENSGALG00010016909,1,MRPS5,ENSG00000144029,MRPS5
ENSGALG00010016910,1,WHSC1,ENSG00000109685,NSD2
ENSGALG00010016911,1,AXIN1,ENSG00000103126,AXIN1
ENSGALG00010016912,1,CCDC88B,ENSG00000015133,CCDC88C
ENSGALG00010016913,1,BRCC3,ENSG00000185515,BRCC3
ENSGALG00010016914,1,PDIA2,ENSG00000185615,PDIA2
ENSGALG00010016915,1,PLOD2,ENSG00000152952,PLOD2
ENSGALG00010016916,1,ACYP2,ENSG00000170634,ACYP2
ENSGALG00010016917,1,METTL6,ENSG00000206562,METTL6
ENSGALG00010016918,1,RCOR1,ENSG00000089902,RCOR1
ENSGALG00010016919,1,ARHGDIG,ENSG00000242173,ARHGDIG
ENSGALG00010016920,1,C1QA,ENSG00000173372,C1QA
ENSGALG00010016921,1,EFL1,ENSG00000140598,EFL1
ENSGALG00010016922,1,SLC9B2,ENSG00000164038,SLC9B2
ENSGALG00010016922,1,SLC9B2,ENSG00000164037,SLC9B1
ENSGALG00010016923,1,GCNA,ENSG00000147174,GCNA
ENSGALG00010016924,1,LETM1,ENSG00000168924,LETM1
ENSGALG00010016925,1,PHACTR4,ENSG00000204138,PHACTR4
ENSGALG00010016926,1,,ENSG00000198885,ITPRIPL1
ENSGALG00010016927,1,MGAT4B,ENSG00000161013,MGAT4B
ENSGALG00010016928,1,RGS11,ENSG00000076344,RGS11
ENSGALG00010016929,1,EPHA8,ENSG00000070886,EPHA8
ENSGALG00010016930,1,C10H15ORF48,ENSG00000166920,C15orf48
ENSGALG00010016931,1,SLC30A4,ENSG00000104154,SLC30A4
ENSGALG00010016932,1,OGT,ENSG00000147162,OGT
ENSGALG00010016933,1,,ENSG00000151475,SLC25A31
ENSGALG00010016934,1,SLC25A38,ENSG00000144659,SLC25A38
ENSGALG00010016935,1,PRIMA1,ENSG00000175785,PRIMA1
ENSGALG00010016936,1,RCC1,ENSG00000180198,RCC1
ENSGALG00010016937,1,DHRS7,ENSG00000100612,DHRS7
ENSGALG00010016938,1,PSME4,ENSG00000068878,PSME4
ENSGALG00010016939,1,FAM234A,ENSG00000167930,FAM234A
ENSGALG00010016940,1,FGFR3,ENSG00000068078,FGFR3
ENSGALG00010016941,1,SLC8A1,ENSG00000183023,SLC8A1
ENSGALG00010016942,1,ZBTB40,ENSG00000184677,ZBTB40
ENSGALG00010016943,1,PCNX4,ENSG00000126773,PCNX4
ENSGALG00010016944,1,OPRD1,ENSG00000116329,OPRD1
ENSGALG00010016945,1,BDH2,ENSG00000164039,BDH2
ENSGALG00010016946,1,TAF1,ENSG00000147133,TAF1
ENSGALG00010016946,1,TAF1,ENSG00000122728,TAF1L
ENSGALG00010016947,1,CANX,ENSG00000127022,CANX
ENSGALG00010016948,1,CCR8,ENSG00000179934,CCR8
ENSGALG00010016949,1,LUC7L,ENSG00000007392,LUC7L
ENSGALG00010016950,1,,ENSG00000153563,CD8A
ENSGALG00010016951,1,LTC4S,ENSG00000213316,LTC4S
ENSGALG00010016952,1,GINS1,ENSG00000101003,GINS1
ENSGALG00010016953,1,GJA4,ENSG00000187513,GJA4
ENSGALG00010016954,1,LRRC9,ENSG00000162620,LRRIQ3
ENSGALG00010016954,1,LRRC9,ENSG00000131951,LRRC9
ENSGALG00010016955,1,,,
ENSGALG00010016956,1,CENPE,ENSG00000138778,CENPE
ENSGALG00010016957,1,WNT4,ENSG00000162552,WNT4
ENSGALG00010016958,1,TLR15,,
ENSGALG00010016959,1,PERCC1,ENSG00000284395,PERCC1
ENSGALG00010016960,1,GJB3,ENSG00000188910,GJB3
ENSGALG00010016961,1,EIF4A3,ENSG00000141543,EIF4A3
ENSGALG00010016962,1,SQOR,ENSG00000137767,SQOR
ENSGALG00010016963,1,CD8A,ENSG00000153563,CD8A
ENSGALG00010016964,1,MAML1,ENSG00000161021,MAML1
ENSGALG00010016965,1,SLC25A33,ENSG00000171612,SLC25A33
ENSGALG00010016966,1,KDM3A,ENSG00000115548,KDM3A
ENSGALG00010016967,1,ERLEC1,ENSG00000068912,ERLEC1
ENSGALG00010016968,1,C15orf61,ENSG00000189227,C15orf61
ENSGALG00010016969,1,CHMP3,ENSG00000115561,CHMP3
ENSGALG00010016970,1,SYNE3,ENSG00000176438,SYNE3
ENSGALG00010016971,1,RSPH6A,ENSG00000104941,RSPH6A
ENSGALG00010016972,1,ASB3,ENSG00000115239,ASB3
ENSGALG00010016973,1,PLSCR1,ENSG00000188313,PLSCR1
ENSGALG00010016974,1,C4orf47,ENSG00000205129,CFAP96
ENSGALG00010016975,1,MALL,ENSG00000144063,MALL
ENSGALG00010016976,1,IL9R,ENSG00000124334,IL9R
ENSGALG00010016977,1,CLCN7,ENSG00000103249,CLCN7
ENSGALG00010016978,1,FAM181A,ENSG00000140067,FAM181A
ENSGALG00010016979,1,PLSCR5,ENSG00000231213,PLSCR5
ENSGALG00010016980,1,NPHP1,ENSG00000144061,NPHP1
ENSGALG00010016981,1,CCDC110,,
ENSGALG00010016982,1,GLRX5,ENSG00000182512,GLRX5
ENSGALG00010016983,1,ZFAND2A,ENSG00000178381,ZFAND2A
ENSGALG00010016984,1,RNF103,ENSG00000239305,RNF103
ENSGALG00010016985,1,LTC4SL,ENSG00000213316,LTC4S
ENSGALG00010016986,1,GFER,ENSG00000127554,GFER
ENSGALG00010016987,1,ASB2,ENSG00000100628,ASB2
ENSGALG00010016988,1,ECI1,ENSG00000167969,ECI1
ENSGALG00010016989,1,RHOG2,,
ENSGALG00010016990,1,GPR78,,
ENSGALG00010016991,1,PDLIM3,ENSG00000154553,PDLIM3
ENSGALG00010016992,1,,,
ENSGALG00010016993,1,TMEM201,,
ENSGALG00010016994,1,ATL2,ENSG00000119787,ATL2
ENSGALG00010016995,1,,,
ENSGALG00010016996,1,ZIC4,ENSG00000174963,ZIC4
ENSGALG00010016997,1,,,
ENSGALG00010016998,1,DNASE1L2,ENSG00000167968,DNASE1L2
ENSGALG00010016999,1,RHOG2,ENSG00000147166,ITGB1BP2
ENSGALG00010017000,1,,,
ENSGALG00010017001,1,TPCN3,,
ENSGALG00010017002,1,,,
ENSGALG00010017003,1,CPZ,ENSG00000109625,CPZ
ENSGALG00010017004,1,CX3CR1,ENSG00000168329,CX3CR1
ENSGALG00010017005,1,,,
ENSGALG00010017006,1,DNAH3,ENSG00000158486,DNAH3
ENSGALG00010017007,1,,,
ENSGALG00010017008,1,RTN1,ENSG00000139970,RTN1
ENSGALG00010017009,1,,,
ENSGALG00010017010,1,NONO,ENSG00000147140,NONO
ENSGALG00010017011,1,,,
ENSGALG00010017012,1,SYNGR3,ENSG00000127561,SYNGR3
ENSGALG00010017013,1,,,
ENSGALG00010017014,1,,,
ENSGALG00010017015,1,,,
ENSGALG00010017016,1,ZIC1,ENSG00000152977,ZIC1
ENSGALG00010017017,1,,,
ENSGALG00010017018,1,HP1BP3,ENSG00000127483,HP1BP3
ENSGALG00010017019,1,,,
ENSGALG00010017020,1,GJB5,ENSG00000189280,GJB5
ENSGALG00010017021,1,,,
ENSGALG00010017022,1,CCR4,ENSG00000183813,CCR4
ENSGALG00010017023,1,,,
ENSGALG00010017024,1,BUB1,ENSG00000169679,BUB1
ENSGALG00010017025,1,,,
ENSGALG00010017026,1,,,
ENSGALG00010017027,1,,ENSG00000153563,CD8A
ENSGALG00010017028,1,,,
ENSGALG00010017029,1,,,
ENSGALG00010017030,1,,,
ENSGALG00010017031,1,,,
ENSGALG00010017032,1,CCDC175,,
ENSGALG00010017033,1,TMEM159,ENSG00000011638,LDAF1
ENSGALG00010017034,1,ZMYM3,ENSG00000147130,ZMYM3
ENSGALG00010017035,1,PIK3CD,ENSG00000171608,PIK3CD
ENSGALG00010017036,1,,,
ENSGALG00010017037,1,,,
ENSGALG00010017038,1,ZNF598,ENSG00000167962,ZNF598
ENSGALG00010017039,1,MAP2K5,ENSG00000137764,MAP2K5
ENSGALG00010017040,1,,,
ENSGALG00010017041,1,JKAMP,ENSG00000050130,JKAMP
ENSGALG00010017042,1,HNRNPLL,ENSG00000143889,HNRNPLL
ENSGALG00010017043,1,,,
ENSGALG00010017044,1,,,
ENSGALG00010017045,1,GLB1,ENSG00000170266,GLB1
ENSGALG00010017046,1,,,
ENSGALG00010017047,1,,ENSG00000153563,CD8A
ENSGALG00010017048,1,,,
ENSGALG00010017049,1,TRAF3,ENSG00000131323,TRAF3
ENSGALG00010017050,1,L3HYPDH,ENSG00000126790,L3HYPDH
ENSGALG00010017051,1,,,
ENSGALG00010017052,1,,,
ENSGALG00010017053,1,,,
ENSGALG00010017054,1,GALM,ENSG00000143891,GALM
ENSGALG00010017055,1,GPR135,ENSG00000181619,GPR135
ENSGALG00010017056,1,AGTR1,ENSG00000144891,AGTR1
ENSGALG00010017057,1,NDUFAB1,ENSG00000004779,NDUFAB1
ENSGALG00010017058,1,,,
ENSGALG00010017059,1,,,
ENSGALG00010017060,1,CLSTN1,ENSG00000171603,CLSTN1
ENSGALG00010017061,1,,,
ENSGALG00010017062,1,,ENSG00000153563,CD8A
ENSGALG00010017063,1,TMPPE,ENSG00000188167,TMPPE
ENSGALG00010017064,1,,,
ENSGALG00010017065,1,VRK2,ENSG00000028116,VRK2
ENSGALG00010017066,1,,,
ENSGALG00010017067,1,,,
ENSGALG00010017068,1,ZP2,ENSG00000103310,ZP2
ENSGALG00010017069,1,,,
ENSGALG00010017070,1,BLOC1S6,ENSG00000104164,BLOC1S6
ENSGALG00010017071,1,,ENSG00000153563,CD8A
ENSGALG00010017072,1,,,
ENSGALG00010017073,1,,,
ENSGALG00010017074,1,,,
ENSGALG00010017075,1,,,
ENSGALG00010017076,1,,,
ENSGALG00010017077,1,CTNNBIP1,ENSG00000178585,CTNNBIP1
ENSGALG00010017078,1,,,
ENSGALG00010017079,1,,ENSG00000153563,CD8A
ENSGALG00010017080,1,PALB2,ENSG00000083093,PALB2
ENSGALG00010017081,1,,,
ENSGALG00010017082,1,,,
ENSGALG00010017083,1,,,
ENSGALG00010017084,1,,,
ENSGALG00010017085,1,SRSF7,ENSG00000115875,SRSF7
ENSGALG00010017086,1,,,
ENSGALG00010017087,1,,,
ENSGALG00010017088,1,,ENSG00000153563,CD8A
ENSGALG00010017089,1,CRTAP,ENSG00000170275,CRTAP
ENSGALG00010017090,1,,,
ENSGALG00010017091,1,,,
ENSGALG00010017092,1,ANKS4B,ENSG00000175311,ANKS4B
ENSGALG00010017093,1,,,
ENSGALG00010017094,1,SORBS2,ENSG00000154556,SORBS2
ENSGALG00010017095,1,,,
ENSGALG00010017096,1,DCTN5,ENSG00000166847,DCTN5
ENSGALG00010017097,1,,,
ENSGALG00010017098,1,DAAM1,ENSG00000100592,DAAM1
ENSGALG00010017099,1,,,
ENSGALG00010017100,1,SUSD5,ENSG00000173705,SUSD5
ENSGALG00010017101,1,CSMD2,ENSG00000121904,CSMD2
ENSGALG00010017102,1,,ENSG00000153563,CD8A
ENSGALG00010017103,1,,,
ENSGALG00010017104,1,FANCL,ENSG00000115392,FANCL
ENSGALG00010017105,1,PLK1,ENSG00000166851,PLK1
ENSGALG00010017106,1,CRYM,ENSG00000103316,CRYM
ENSGALG00010017107,1,,,
ENSGALG00010017108,1,,,
ENSGALG00010017109,1,ITGB1BP3,,
ENSGALG00010017110,1,BRF1,ENSG00000185024,BRF1
ENSGALG00010017111,1,GJB1,ENSG00000169562,GJB1
ENSGALG00010017112,1,LZIC,ENSG00000162441,LZIC
ENSGALG00010017113,1,,,
ENSGALG00010017114,1,,ENSG00000153563,CD8A
ENSGALG00010017115,1,LGALSL,ENSG00000119862,LGALSL
ENSGALG00010017116,1,TMEM108,,
ENSGALG00010017117,1,C1orf94,ENSG00000142698,C1orf94
ENSGALG00010017118,1,,,
ENSGALG00010017119,1,BTBD6,ENSG00000184887,BTBD6
ENSGALG00010017120,1,ERN2,ENSG00000134398,ERN2
ENSGALG00010017121,1,,,
ENSGALG00010017122,1,NCBP2,ENSG00000114503,NCBP2
ENSGALG00010017122,1,NCBP2,ENSG00000170935,NCBP2L
ENSGALG00010017123,1,,,
ENSGALG00010017124,1,,,
ENSGALG00010017125,1,,,
ENSGALG00010017126,1,,,
ENSGALG00010017127,1,SOX8,ENSG00000005513,SOX8
ENSGALG00010017128,1,,,
ENSGALG00010017129,1,,,
ENSGALG00010017130,1,,,
ENSGALG00010017131,1,TLR3,ENSG00000164342,TLR3
ENSGALG00010017132,1,TMEM108,ENSG00000144868,TMEM108
ENSGALG00010017133,1,WDR20,ENSG00000140153,WDR20
ENSGALG00010017134,1,,ENSG00000153563,CD8A
ENSGALG00010017135,1,,,
ENSGALG00010017136,1,NPW,,
ENSGALG00010017137,1,,,
ENSGALG00010017138,1,,ENSG00000153563,CD8A
ENSGALG00010017139,1,COL9A2,ENSG00000049089,COL9A2
ENSGALG00010017140,1,UQCRC2,ENSG00000140740,UQCRC2
ENSGALG00010017141,1,AFTPH,ENSG00000119844,AFTPH
ENSGALG00010017142,1,NMNAT1,ENSG00000162444,RBP7
ENSGALG00010017143,1,FAM149A,ENSG00000109794,FAM149A
ENSGALG00010017144,1,CPB1,ENSG00000153002,CPB1
ENSGALG00010017145,1,,,
ENSGALG00010017146,1,SKOR1,ENSG00000188779,SKOR1
ENSGALG00010017147,1,SRSF7L,ENSG00000115875,SRSF7
ENSGALG00010017148,1,MOK,ENSG00000080823,MOK
ENSGALG00010017149,1,,,
ENSGALG00010017150,1,,,
ENSGALG00010017151,1,,,
ENSGALG00010017152,1,CYP4V2,ENSG00000145476,CYP4V2
ENSGALG00010017153,1,SLC35F4,ENSG00000151812,SLC35F4
ENSGALG00010017154,1,PIGZ,ENSG00000119227,PIGZ
ENSGALG00010017155,1,BFSP2,ENSG00000170819,BFSP2
ENSGALG00010017156,1,,,
ENSGALG00010017157,1,,,
